date,value
2008-05-01,112.36241214651994
2008-06-01,112.65745021189112
2008-07-01,110.016417436892
2008-08-01,105.16405940433874
2008-09-01,106.38544770177435
2008-10-01,106.17156905273647
2008-11-01,107.93597546742835
2008-12-01,109.75760410406981
2009-01-01,107.44466126408577
2009-02-01,110.8743499201697
2009-03-01,115.6601975533395
2009-04-01,116.37757190182441
2009-05-01,115.7602223915343
2009-06-01,120.65546298130943
2009-07-01,111.64178102138631
2009-08-01,110.32113128036121
2009-09-01,108.17787650806422
2009-10-01,106.9527825026116
2009-11-01,105.73933449179708
2009-12-01,109.76793844098651
2010-01-01,109.25434957092483
2010-02-01,112.8763627865199
2010-03-01,114.25939992326396
2010-04-01,116.11374827877265
2010-05-01,119.95944415226919
2010-06-01,109.81546961481652
2010-07-01,112.47252038074902
2010-08-01,105.42456825762069
2010-09-01,105.92600924949896
2010-10-01,108.42790119393473
2010-11-01,107.09843301926873
2010-12-01,106.69451044414133
2011-01-01,109.96939258148001
2011-02-01,115.30919549786931
2011-03-01,114.36939375548793
2011-04-01,116.98291717916395
2011-05-01,116.02127069872982
2011-06-01,112.84679930478836
2011-07-01,115.98788817865069
2011-08-01,110.51783804463605
2011-09-01,103.4195878077626
2011-10-01,107.22290862953885
2011-11-01,106.246300051541
2011-12-01,111.15486666959242
2012-01-01,110.4149585231345
2012-02-01,114.32052711706619
2012-03-01,117.44010157688311
2012-04-01,118.88151038834025
2012-05-01,114.12953420481067
2012-06-01,114.08099752831812
2012-07-01,111.35010937767817
2012-08-01,108.54334153485257
2012-09-01,111.60078146164003
2012-10-01,108.25996342192191
2012-11-01,105.64810507240772
2012-12-01,111.8857238941096
2013-01-01,116.84431239402528
2013-02-01,117.21493052110226
2013-03-01,113.99138708701419
2013-04-01,116.7815318542675
2013-05-01,119.66394931729548
2013-06-01,113.93466106876242
2013-07-01,113.7876388562925
2013-08-01,111.99926810685876
2013-09-01,106.81601203792165
2013-10-01,107.9309492878764
2013-11-01,102.28733830093967
2013-12-01,108.60122471733138
2014-01-01,112.69486369721372
2014-02-01,113.25443363607029
2014-03-01,120.89494962678542
2014-04-01,115.48971724407873
2014-05-01,116.85003804552825
2014-06-01,116.21148115457227
2014-07-01,116.38254657813225
2014-08-01,108.17827569764117
2014-09-01,111.59620048538771
2014-10-01,108.67046612203917
2014-11-01,107.40685567898193
2014-12-01,112.17420694852655
2015-01-01,114.19811939114688
2015-02-01,115.14956624568242
2015-03-01,118.36973118890222
2015-04-01,118.17937280627649
2015-05-01,118.55716170942469
2015-06-01,117.87426134904214
2015-07-01,117.27203363229081
2015-08-01,109.17436900234634
2015-09-01,114.1359397303903
2015-10-01,105.345824400955
2015-11-01,109.6663027910066
2015-12-01,113.02663441296917
2016-01-01,114.96198373547004
2016-02-01,115.70460096035875
2016-03-01,118.41388251820764
2016-04-01,118.56399813068234
2016-05-01,117.75139750503382
2016-06-01,118.84920419404209
2016-07-01,115.41403097193005
2016-08-01,110.8641808094787
2016-09-01,112.26907273194433
2016-10-01,110.46459904175322
2016-11-01,112.19559721875571
2016-12-01,113.70925768384716
